#LIBRARY    ENDF/B-VIII.0
#REACTION   O-16(N,TOT),SIG
#NUCLEUS    O-16
#MF         3
#MT         1
#E,eV        Sig,b        Interpolation
 5.86E+06    1.1013       Lin-Lin
 5.865E+06   1.10482      Lin-Lin
 5.865E+06   1.10482      Lin-Lin
 5.87E+06    1.11272      Lin-Lin
 5.875E+06   1.12679      Lin-Lin
 5.88E+06    1.14987      Lin-Lin
 5.885E+06   1.18658      Lin-Lin
 5.88938E+06 1.23743      Lin-Lin
 5.89E+06    1.24475      Lin-Lin
 5.89438E+06 1.32617      Lin-Lin
 5.895E+06   1.3379       Lin-Lin
 5.89688E+06 1.39452      Lin-Lin
 5.89938E+06 1.47013      Lin-Lin
 5.9E+06     1.48918      Lin-Lin
 5.90062E+06 1.51962      Lin-Lin
 5.90438E+06 1.70318      Lin-Lin
 5.905E+06   1.73398      Lin-Lin
 5.90562E+06 1.77946      Lin-Lin
 5.91E+06    2.09933      Lin-Lin
 5.915E+06   2.49461      Lin-Lin
 5.9165E+06  2.56661      Lin-Lin
 5.917E+06   2.59026      Lin-Lin
 5.9185E+06  2.60765      Lin-Lin
 5.919E+06   2.61305      Lin-Lin
 5.92088E+06 2.56195      Lin-Lin
 5.92116E+06 2.5467       Lin-Lin
 5.92125E+06 2.54134      Lin-Lin
 5.925E+06   2.2777       Lin-Lin
 5.93E+06    1.8646       Lin-Lin
 5.93438E+06 1.5887       Lin-Lin
 5.935E+06   1.54947      Lin-Lin
 5.93688E+06 1.4702       Lin-Lin
 5.94E+06    1.33845      Lin-Lin
 5.94312E+06 1.24976      Lin-Lin
 5.945E+06   1.19668      Lin-Lin
 5.95E+06    1.0966       Lin-Lin
 5.955E+06   1.02114      Lin-Lin
 5.96E+06    0.96         Lin-Lin
 5.962E+06   0.938659     Lin-Lin
 5.964E+06   0.917558     Lin-Lin
 5.966E+06   0.896659     Lin-Lin
 5.968E+06   0.877396     Lin-Lin
 5.97E+06    0.858291     Lin-Lin
 5.972E+06   0.839327     Lin-Lin
 5.974E+06   0.820489     Lin-Lin
 5.977E+06   0.792445     Lin-Lin
 5.978E+06   0.784531     Lin-Lin
 5.979E+06   0.776666     Lin-Lin
 5.98E+06    0.769544     Lin-Lin
 5.982E+06   0.760124     Lin-Lin
 5.984E+06   0.760636     Lin-Lin
 5.984E+06   0.760636     Lin-Lin
 5.986E+06   0.780081     Lin-Lin
 5.98775E+06 0.825863     Lin-Lin
 5.988E+06   0.834071     Lin-Lin
 5.989E+06   0.887817     Lin-Lin
 5.98988E+06 0.936774     Lin-Lin
 5.99E+06    0.94611      Lin-Lin
 5.99012E+06 0.955392     Lin-Lin
 5.9915E+06  1.08356      Lin-Lin
 5.992E+06   1.1319       Lin-Lin
 5.993E+06   1.25166      Lin-Lin
 5.994E+06   1.3721       Lin-Lin
 5.9955E+06  1.53148      Lin-Lin
 5.99575E+06 1.55806      Lin-Lin
 5.996E+06   1.58155      Lin-Lin
 5.997E+06   1.63499      Lin-Lin
 5.997E+06   1.63499      Lin-Lin
 5.998E+06   1.68245      Lin-Lin
 5.99825E+06 1.68466      Lin-Lin
 5.999E+06   1.68212      Lin-Lin
 6E+06       1.67879      Lin-Lin
 6E+06       1.67879      Lin-Lin
 6.00175E+06 1.62717      Lin-Lin
 6.002E+06   1.61981      Lin-Lin
 6.00425E+06 1.53635      Lin-Lin
 6.006E+06   1.4715       Lin-Lin
 6.008E+06   1.40682      Lin-Lin
 6.009E+06   1.37914      Lin-Lin
 6.01E+06    1.35144      Lin-Lin
 6.012E+06   1.3044       Lin-Lin
 6.012E+06   1.3044       Lin-Lin
 6.014E+06   1.26438      Lin-Lin
 6.016E+06   1.23006      Lin-Lin
 6.018E+06   1.20043      Lin-Lin
 6.021E+06   1.16315      Lin-Lin
 6.024E+06   1.13271      Lin-Lin
 6.026E+06   1.11372      Lin-Lin
 6.03E+06    1.08275      Lin-Lin
 6.034E+06   1.05708      Lin-Lin
 6.037E+06   1.04142      Lin-Lin
 6.04E+06    1.02587      Lin-Lin
 6.042E+06   1.0177       Lin-Lin
 6.044E+06   1.00961      Lin-Lin
 6.046E+06   1.00162      Lin-Lin
 6.048E+06   0.995732     Lin-Lin
 6.05E+06    0.989993     Lin-Lin
 6.052E+06   0.984447     Lin-Lin
 6.054E+06   0.981861     Lin-Lin
 6.056E+06   0.979611     Lin-Lin
 6.057E+06   0.97872      Lin-Lin
 6.058E+06   0.978826     Lin-Lin
 6.06E+06    0.982106     Lin-Lin
 6.06E+06    0.982106     Lin-Lin
 6.0615E+06  0.988273     Lin-Lin
 6.062E+06   0.990386     Lin-Lin
 6.0635E+06  1.00285      Lin-Lin
 6.064E+06   1.0071       Lin-Lin
 6.065E+06   1.02309      Lin-Lin
 6.06588E+06 1.0372       Lin-Lin
 6.066E+06   1.03934      Lin-Lin
 6.06625E+06 1.04692      Lin-Lin
 6.0675E+06  1.08567      Lin-Lin
 6.06781E+06 1.09652      Lin-Lin
 6.068E+06   1.10337      Lin-Lin
 6.06819E+06 1.11541      Lin-Lin
 6.069E+06   1.16908      Lin-Lin
 6.06981E+06 1.22571      Lin-Lin
 6.07E+06    1.2392       Lin-Lin
 6.07019E+06 1.259        Lin-Lin
 6.07038E+06 1.27924      Lin-Lin
 6.0705E+06  1.2954       Lin-Lin
 6.07075E+06 1.32835      Lin-Lin
 6.071E+06   1.36688      Lin-Lin
 6.07112E+06 1.38666      Lin-Lin
 6.07125E+06 1.40951      Lin-Lin
 6.07144E+06 1.44431      Lin-Lin
 6.0715E+06  1.45616      Lin-Lin
 6.07162E+06 1.48381      Lin-Lin
 6.07188E+06 1.54009      Lin-Lin
 6.07206E+06 1.58876      Lin-Lin
 6.07212E+06 1.60535      Lin-Lin
 6.07231E+06 1.66004      Lin-Lin
 6.07238E+06 1.67856      Lin-Lin
 6.0725E+06  1.71942      Lin-Lin
 6.07262E+06 1.76113      Lin-Lin
 6.07269E+06 1.78394      Lin-Lin
 6.07288E+06 1.85333      Lin-Lin
 6.07294E+06 1.87852      Lin-Lin
 6.07312E+06 1.95548      Lin-Lin
 6.07338E+06 2.06916      Lin-Lin
 6.0735E+06  2.12674      Lin-Lin
 6.07362E+06 2.18934      Lin-Lin
 6.07438E+06 2.56817      Lin-Lin
 6.07438E+06 2.56817      Lin-Lin
 6.0745E+06  2.62618      Lin-Lin
 6.07456E+06 2.65204      Lin-Lin
 6.07475E+06 2.72722      Lin-Lin
 6.07481E+06 2.74902      Lin-Lin
 6.07494E+06 2.79122      Lin-Lin
 6.07506E+06 2.81955      Lin-Lin
 6.07512E+06 2.83258      Lin-Lin
 6.07525E+06 2.84711      Lin-Lin
 6.07538E+06 2.85979      Lin-Lin
 6.07544E+06 2.86229      Lin-Lin
 6.07556E+06 2.85679      Lin-Lin
 6.07575E+06 2.82757      Lin-Lin
 6.07594E+06 2.78455      Lin-Lin
 6.07606E+06 2.74373      Lin-Lin
 6.07612E+06 2.72241      Lin-Lin
 6.07625E+06 2.67104      Lin-Lin
 6.07638E+06 2.61857      Lin-Lin
 6.0765E+06  2.5611       Lin-Lin
 6.07662E+06 2.50243      Lin-Lin
 6.07688E+06 2.37889      Lin-Lin
 6.07725E+06 2.19388      Lin-Lin
 6.0775E+06  2.07702      Lin-Lin
 6.07775E+06 1.97187      Lin-Lin
 6.07788E+06 1.92003      Lin-Lin
 6.078E+06   1.87297      Lin-Lin
 6.07812E+06 1.82689      Lin-Lin
 6.07819E+06 1.80583      Lin-Lin
 6.07838E+06 1.74363      Lin-Lin
 6.07844E+06 1.72471      Lin-Lin
 6.07862E+06 1.66919      Lin-Lin
 6.07888E+06 1.60488      Lin-Lin
 6.079E+06   1.57319      Lin-Lin
 6.07925E+06 1.5202       Lin-Lin
 6.07938E+06 1.4942       Lin-Lin
 6.0795E+06  1.4712       Lin-Lin
 6.07962E+06 1.44882      Lin-Lin
 6.07975E+06 1.42911      Lin-Lin
 6.08E+06    1.39046      Lin-Lin
 6.08025E+06 1.3584       Lin-Lin
 6.08038E+06 1.34266      Lin-Lin
 6.0805E+06  1.32914      Lin-Lin
 6.08075E+06 1.30284      Lin-Lin
 6.081E+06   1.27993      Lin-Lin
 6.08138E+06 1.25168      Lin-Lin
 6.0815E+06  1.24252      Lin-Lin
 6.08162E+06 1.23531      Lin-Lin
 6.08188E+06 1.22129      Lin-Lin
 6.082E+06   1.21458      Lin-Lin
 6.08212E+06 1.21066      Lin-Lin
 6.0835E+06  1.17088      Lin-Lin
 6.08388E+06 1.16141      Lin-Lin
 6.084E+06   1.15852      Lin-Lin
 6.08412E+06 1.15773      Lin-Lin
 6.08425E+06 1.15721      Lin-Lin
 6.08575E+06 1.15964      Lin-Lin
 6.086E+06   1.16013      Lin-Lin
 6.086E+06   1.16013      Lin-Lin
 6.088E+06   1.19552      Lin-Lin
 6.088E+06   1.19552      Lin-Lin
 6.09E+06    1.24459      Lin-Lin
 6.091E+06   1.26736      Lin-Lin
 6.0915E+06  1.27815      Lin-Lin
 6.092E+06   1.28878      Lin-Lin
 6.092E+06   1.28878      Lin-Lin
 6.094E+06   1.31059      Lin-Lin
 6.096E+06   1.30725      Lin-Lin
 6.0965E+06  1.30193      Lin-Lin
 6.098E+06   1.28578      Lin-Lin
 6.098E+06   1.28578      Lin-Lin
 6.1E+06     1.25523      Lin-Lin
 6.102E+06   1.22286      Lin-Lin
 6.104E+06   1.19201      Lin-Lin
 6.105E+06   1.17723      Lin-Lin
 6.106E+06   1.16401      Lin-Lin
 6.108E+06   1.1386       Lin-Lin
 6.11E+06    1.11725      Lin-Lin
 6.112E+06   1.09982      Lin-Lin
 6.114E+06   1.08285      Lin-Lin
 6.116E+06   1.06979      Lin-Lin
 6.118E+06   1.05701      Lin-Lin
 6.12E+06    1.04709      Lin-Lin
 6.122E+06   1.0374       Lin-Lin
 6.123E+06   1.03372      Lin-Lin
 6.126E+06   1.02301      Lin-Lin
 6.128E+06   1.01596      Lin-Lin
 6.129E+06   1.01347      Lin-Lin
 6.13E+06    1.01107      Lin-Lin
 6.135E+06   0.999081     Lin-Lin
 6.14E+06    0.9907       Lin-Lin
 6.145E+06   0.985191     Lin-Lin
 6.15E+06    0.979809     Lin-Lin
 6.1575E+06  0.975603     Lin-Lin
 6.1625E+06  0.972572     Lin-Lin
 6.165E+06   0.970984     Lin-Lin
 6.17E+06    0.969271     Lin-Lin
 6.175E+06   0.967098     Lin-Lin
 6.18E+06    0.964453     Lin-Lin
 6.185E+06   0.96137      Lin-Lin
 6.19E+06    0.957918     Lin-Lin
 6.195E+06   0.955332     Lin-Lin
 6.2E+06     0.95245      Lin-Lin
 6.20812E+06 0.947768     Lin-Lin
 6.22E+06    0.940703     Lin-Lin
 6.23E+06    0.937116     Lin-Lin
 6.235E+06   0.935441     Lin-Lin
 6.245E+06   0.932093     Lin-Lin
 6.255E+06   0.930838     Lin-Lin
 6.265E+06   0.931575     Lin-Lin
 6.27217E+06 0.931688     Lin-Lin
 6.2722E+06  0.931689     Lin-Lin
 6.2725E+06  0.931694     Lin-Lin
 6.275E+06   0.932249     Lin-Lin
 6.28E+06    0.933361     Lin-Lin
 6.285E+06   0.934195     Lin-Lin
 6.29E+06    0.934882     Lin-Lin
 6.295E+06   0.937234     Lin-Lin
 6.3E+06     0.939588     Lin-Lin
 6.305E+06   0.94231      Lin-Lin
 6.308E+06   0.945524     Lin-Lin
 6.31E+06    0.947667     Lin-Lin
 6.315E+06   0.953774     Lin-Lin
 6.3175E+06  0.957293     Lin-Lin
 6.318E+06   0.958294     Lin-Lin
 6.32E+06    0.962297     Lin-Lin
 6.325E+06   0.97259      Lin-Lin
 6.328E+06   0.981658     Lin-Lin
 6.33E+06    0.987704     Lin-Lin
 6.3325E+06  0.99585      Lin-Lin
 6.335E+06   1.00573      Lin-Lin
 6.336E+06   1.00989      Lin-Lin
 6.3375E+06  1.01613      Lin-Lin
 6.34E+06    1.02834      Lin-Lin
 6.3425E+06  1.04127      Lin-Lin
 6.345E+06   1.05521      Lin-Lin
 6.35E+06    1.0892       Lin-Lin
 6.355E+06   1.13051      Lin-Lin
 6.36E+06    1.18037      Lin-Lin
 6.362E+06   1.20381      Lin-Lin
 6.364E+06   1.22724      Lin-Lin
 6.366E+06   1.25388      Lin-Lin
 6.368E+06   1.28086      Lin-Lin
 6.37E+06    1.31123      Lin-Lin
 6.372E+06   1.34233      Lin-Lin
 6.374E+06   1.37401      Lin-Lin
 6.376E+06   1.40772      Lin-Lin
 6.378E+06   1.44221      Lin-Lin
 6.38E+06    1.47773      Lin-Lin
 6.382E+06   1.51449      Lin-Lin
 6.383E+06   1.53359      Lin-Lin
 6.384E+06   1.55026      Lin-Lin
 6.3855E+06  1.57668      Lin-Lin
 6.386E+06   1.58502      Lin-Lin
 6.387E+06   1.60246      Lin-Lin
 6.389E+06   1.63233      Lin-Lin
 6.39E+06    1.64672      Lin-Lin
 6.392E+06   1.67082      Lin-Lin
 6.394E+06   1.68904      Lin-Lin
 6.396E+06   1.69982      Lin-Lin
 6.398E+06   1.70197      Lin-Lin
 6.399E+06   1.69888      Lin-Lin
 6.4E+06     1.69554      Lin-Lin
 6.401E+06   1.68819      Lin-Lin
 6.402E+06   1.68014      Lin-Lin
 6.403E+06   1.6684       Lin-Lin
 6.404E+06   1.65624      Lin-Lin
 6.406E+06   1.62379      Lin-Lin
 6.408E+06   1.58319      Lin-Lin
 6.409E+06   1.56159      Lin-Lin
 6.41E+06    1.53855      Lin-Lin
 6.4115E+06  1.50262      Lin-Lin
 6.412E+06   1.49014      Lin-Lin
 6.414E+06   1.43836      Lin-Lin
 6.415E+06   1.41091      Lin-Lin
 6.416E+06   1.38522      Lin-Lin
 6.418E+06   1.33108      Lin-Lin
 6.42E+06    1.27889      Lin-Lin
 6.422E+06   1.22828      Lin-Lin
 6.4235E+06  1.19325      Lin-Lin
 6.425E+06   1.15786      Lin-Lin
 6.43E+06    1.05436      Lin-Lin
 6.43088E+06 1.0395       Lin-Lin
 6.43375E+06 0.991387     Lin-Lin
 6.435E+06   0.970552     Lin-Lin
 6.436E+06   0.956895     Lin-Lin
 6.43625E+06 0.953481     Lin-Lin
 6.44E+06    0.903077     Lin-Lin
 6.445E+06   0.850124     Lin-Lin
 6.45E+06    0.808719     Lin-Lin
 6.45215E+06 0.79489      Lin-Lin
 6.455E+06   0.7765       Lin-Lin
 6.46E+06    0.751571     Lin-Lin
 6.465E+06   0.732466     Lin-Lin
 6.468E+06   0.724028     Lin-Lin
 6.47E+06    0.718403     Lin-Lin
 6.475E+06   0.707493     Lin-Lin
 6.48E+06    0.697736     Lin-Lin
 6.48125E+06 0.696403     Lin-Lin
 6.484E+06   0.693543     Lin-Lin
 6.485E+06   0.692503     Lin-Lin
 6.485E+06   0.692503     Lin-Lin
 6.49E+06    0.691063     Lin-Lin
 6.494E+06   0.692149     Lin-Lin
 6.495E+06   0.692421     Lin-Lin
 6.5E+06     0.695619     Lin-Lin
 6.502E+06   0.698057     Lin-Lin
 6.504E+06   0.700495     Lin-Lin
 6.506E+06   0.702933     Lin-Lin
 6.508E+06   0.705371     Lin-Lin
 6.51E+06    0.707809     Lin-Lin
 6.512E+06   0.710544     Lin-Lin
 6.514E+06   0.713278     Lin-Lin
 6.51646E+06 0.716644     Lin-Lin
 6.52E+06    0.724525     Lin-Lin
 6.522E+06   0.729019     Lin-Lin
 6.524E+06   0.733512     Lin-Lin
 6.525E+06   0.735758     Lin-Lin
 6.526E+06   0.737228     Lin-Lin
 6.528E+06   0.740186     Lin-Lin
 6.53E+06    0.743165     Lin-Lin
 6.532E+06   0.747429     Lin-Lin
 6.534E+06   0.75171      Lin-Lin
 6.536E+06   0.756006     Lin-Lin
 6.538E+06   0.760317     Lin-Lin
 6.54E+06    0.76464      Lin-Lin
 6.542E+06   0.770855     Lin-Lin
 6.544E+06   0.777079     Lin-Lin
 6.546E+06   0.783309     Lin-Lin
 6.548E+06   0.78954      Lin-Lin
 6.55E+06    0.795774     Lin-Lin
 6.55E+06    0.795774     Lin-Lin
 6.552E+06   0.804328     Lin-Lin
 6.554E+06   0.812882     Lin-Lin
 6.556E+06   0.821427     Lin-Lin
 6.558E+06   0.829972     Lin-Lin
 6.56E+06    0.838505     Lin-Lin
 6.562E+06   0.849707     Lin-Lin
 6.564E+06   0.860897     Lin-Lin
 6.566E+06   0.872072     Lin-Lin
 6.568E+06   0.883231     Lin-Lin
 6.57E+06    0.894372     Lin-Lin
 6.572E+06   0.905282     Lin-Lin
 6.574E+06   0.91617      Lin-Lin
 6.575E+06   0.921605     Lin-Lin
 6.576E+06   0.927192     Lin-Lin
 6.578E+06   0.938366     Lin-Lin
 6.58E+06    0.949541     Lin-Lin
 6.582E+06   0.957629     Lin-Lin
 6.584E+06   0.965716     Lin-Lin
 6.586E+06   0.973804     Lin-Lin
 6.588E+06   0.981881     Lin-Lin
 6.59E+06    0.989957     Lin-Lin
 6.592E+06   0.996535     Lin-Lin
 6.594E+06   1.0031       Lin-Lin
 6.596E+06   1.00967      Lin-Lin
 6.598E+06   1.01624      Lin-Lin
 6.6E+06     1.0228       Lin-Lin
 6.6E+06     1.0228       Lin-Lin
 6.602E+06   1.02743      Lin-Lin
 6.604E+06   1.03205      Lin-Lin
 6.608E+06   1.04129      Lin-Lin
 6.61E+06    1.04591      Lin-Lin
 6.615E+06   1.05283      Lin-Lin
 6.616E+06   1.05416      Lin-Lin
 6.62E+06    1.05948      Lin-Lin
 6.622E+06   1.06042      Lin-Lin
 6.624E+06   1.06137      Lin-Lin
 6.625E+06   1.06184      Lin-Lin
 6.626E+06   1.06237      Lin-Lin
 6.628E+06   1.06342      Lin-Lin
 6.63E+06    1.06447      Lin-Lin
 6.632E+06   1.0644       Lin-Lin
 6.634E+06   1.06433      Lin-Lin
 6.636E+06   1.06425      Lin-Lin
 6.638E+06   1.06418      Lin-Lin
 6.64E+06    1.0641       Lin-Lin
 6.642E+06   1.06455      Lin-Lin
 6.644E+06   1.06501      Lin-Lin
 6.646E+06   1.06546      Lin-Lin
 6.648E+06   1.06592      Lin-Lin
 6.65E+06    1.06637      Lin-Lin
 6.652E+06   1.0694       Lin-Lin
 6.654E+06   1.0736       Lin-Lin
 6.6545E+06  1.07465      Lin-Lin
 6.656E+06   1.07903      Lin-Lin
 6.657E+06   1.08264      Lin-Lin
 6.658E+06   1.08801      Lin-Lin
 6.659E+06   1.09419      Lin-Lin
 6.66E+06    1.10131      Lin-Lin
 6.661E+06   1.10956      Lin-Lin
 6.662E+06   1.11913      Lin-Lin
 6.663E+06   1.13019      Lin-Lin
 6.664E+06   1.14296      Lin-Lin
 6.665E+06   1.15758      Lin-Lin
 6.665E+06   1.15758      Lin-Lin
 6.666E+06   1.17438      Lin-Lin
 6.667E+06   1.19299      Lin-Lin
 6.668E+06   1.21124      Lin-Lin
 6.6685E+06  1.22037      Lin-Lin
 6.6695E+06  1.23898      Lin-Lin
 6.67E+06    1.24733      Lin-Lin
 6.671E+06   1.25988      Lin-Lin
 6.6715E+06  1.26455      Lin-Lin
 6.672E+06   1.26765      Lin-Lin
 6.673E+06   1.26949      Lin-Lin
 6.673E+06   1.26949      Lin-Lin
 6.674E+06   1.26541      Lin-Lin
 6.675E+06   1.25494      Lin-Lin
 6.675E+06   1.25494      Lin-Lin
 6.676E+06   1.24062      Lin-Lin
 6.677E+06   1.22329      Lin-Lin
 6.678E+06   1.20408      Lin-Lin
 6.68E+06    1.16761      Lin-Lin
 6.681E+06   1.14937      Lin-Lin
 6.682E+06   1.13409      Lin-Lin
 6.683E+06   1.1197       Lin-Lin
 6.684E+06   1.10627      Lin-Lin
 6.685E+06   1.09524      Lin-Lin
 6.686E+06   1.08512      Lin-Lin
 6.687E+06   1.07584      Lin-Lin
 6.688E+06   1.06734      Lin-Lin
 6.6895E+06  1.05752      Lin-Lin
 6.69E+06    1.05467      Lin-Lin
 6.691E+06   1.04899      Lin-Lin
 6.692E+06   1.04415      Lin-Lin
 6.6925E+06  1.04173      Lin-Lin
 6.694E+06   1.03543      Lin-Lin
 6.695E+06   1.0318       Lin-Lin
 6.696E+06   1.02912      Lin-Lin
 6.6975E+06  1.0251       Lin-Lin
 6.698E+06   1.02379      Lin-Lin
 6.7E+06     1.01855      Lin-Lin
 6.71E+06    1.01253      Lin-Lin
 6.72E+06    1.0202       Lin-Lin
 6.72E+06    1.0202       Lin-Lin
 6.725E+06   1.02811      Lin-Lin
 6.73E+06    1.03834      Lin-Lin
 6.73E+06    1.03834      Lin-Lin
 6.735E+06   1.04982      Lin-Lin
 6.74E+06    1.06271      Lin-Lin
 6.75E+06    1.09096      Lin-Lin
 6.76E+06    1.12473      Lin-Lin
 6.7675E+06  1.15618      Lin-Lin
 6.77E+06    1.16671      Lin-Lin
 6.775E+06   1.19537      Lin-Lin
 6.78E+06    1.22104      Lin-Lin
 6.79E+06    1.30052      Lin-Lin
 6.8E+06     1.42959      Lin-Lin
 6.81E+06    1.61288      Lin-Lin
 6.81E+06    1.61288      Lin-Lin
 6.82E+06    1.67678      Lin-Lin
 6.82375E+06 1.58096      Lin-Lin
 6.825E+06   1.54843      Lin-Lin
 6.83E+06    1.41291      Lin-Lin
 6.83E+06    1.41291      Lin-Lin
 6.84E+06    1.16136      Lin-Lin
 6.84375E+06 1.11694      Lin-Lin
 6.85E+06    1.04321      Lin-Lin
 6.86E+06    0.977265     Lin-Lin
 6.87E+06    0.929368     Lin-Lin
 6.875E+06   0.910997     Lin-Lin
 6.88E+06    0.892611     Lin-Lin
 6.89E+06    0.871966     Lin-Lin
 6.9E+06     0.859205     Lin-Lin
 6.91E+06    0.848484     Lin-Lin
 6.92E+06    0.840447     Lin-Lin
 6.925E+06   0.838243     Lin-Lin
 6.93E+06    0.83886      Lin-Lin
 6.95E+06    0.841889     Lin-Lin
 6.96E+06    0.846005     Lin-Lin
 6.97E+06    0.85357      Lin-Lin
 6.97062E+06 0.854286     Lin-Lin
 6.975E+06   0.860011     Lin-Lin
 6.98E+06    0.867965     Lin-Lin
 6.99E+06    0.887576     Lin-Lin
 7E+06       0.909295     Lin-Lin
 7.01E+06    0.933653     Lin-Lin
 7.02E+06    0.955684     Lin-Lin
 7.025E+06   0.965735     Lin-Lin
 7.03E+06    0.976009     Lin-Lin
 7.04E+06    0.998244     Lin-Lin
 7.05E+06    1.01647      Lin-Lin
 7.06E+06    1.02792      Lin-Lin
 7.07E+06    1.0222       Lin-Lin
 7.07E+06    1.0222       Lin-Lin
 7.075E+06   1.01716      Lin-Lin
 7.08E+06    1.01332      Lin-Lin
 7.1E+06     1.00657      Lin-Lin
 7.1125E+06  1.009        Lin-Lin
 7.115E+06   1.01056      Lin-Lin
 7.12E+06    1.01285      Lin-Lin
 7.125E+06   1.01626      Lin-Lin
 7.13E+06    1.01932      Lin-Lin
 7.14E+06    1.02875      Lin-Lin
 7.145E+06   1.03677      Lin-Lin
 7.155E+06   1.05861      Lin-Lin
 7.16E+06    1.07597      Lin-Lin
 7.165E+06   1.10316      Lin-Lin
 7.17E+06    1.14255      Lin-Lin
 7.175E+06   1.19708      Lin-Lin
 7.18E+06    1.2761       Lin-Lin
 7.185E+06   1.38202      Lin-Lin
 7.19E+06    1.50397      Lin-Lin
 7.19125E+06 1.53999      Lin-Lin
 7.195E+06   1.64787      Lin-Lin
 7.2E+06     1.75434      Lin-Lin
 7.205E+06   1.74348      Lin-Lin
 7.21E+06    1.68587      Lin-Lin
 7.22E+06    1.56653      Lin-Lin
 7.225E+06   1.51751      Lin-Lin
 7.23E+06    1.46916      Lin-Lin
 7.235E+06   1.42357      Lin-Lin
 7.24E+06    1.3817       Lin-Lin
 7.245E+06   1.34585      Lin-Lin
 7.25E+06    1.31807      Lin-Lin
 7.26E+06    1.29391      Lin-Lin
 7.2625E+06  1.29083      Lin-Lin
 7.27E+06    1.28111      Lin-Lin
 7.275E+06   1.27575      Lin-Lin
 7.28E+06    1.27153      Lin-Lin
 7.29E+06    1.2687       Lin-Lin
 7.3E+06     1.27656      Lin-Lin
 7.31E+06    1.25804      Lin-Lin
 7.32E+06    1.33486      Lin-Lin
 7.32E+06    1.33486      Lin-Lin
 7.325E+06   1.35634      Lin-Lin
 7.33E+06    1.37563      Lin-Lin
 7.34E+06    1.35127      Lin-Lin
 7.35E+06    1.32018      Lin-Lin
 7.3533E+06  1.30748      Lin-Lin
 7.36E+06    1.28016      Lin-Lin
 7.3675E+06  1.20108      Lin-Lin
 7.37E+06    1.17602      Lin-Lin
 7.375E+06   1.23739      Lin-Lin
 7.375E+06   1.23739      Lin-Lin
 7.38E+06    1.29889      Lin-Lin
 7.41E+06    1.24455      Lin-Lin
 7.42E+06    1.23036      Lin-Lin
 7.425E+06   1.22374      Lin-Lin
 7.43E+06    1.21564      Lin-Lin
 7.45E+06    1.18488      Lin-Lin
 7.47E+06    1.15859      Lin-Lin
 7.475E+06   1.15334      Lin-Lin
 7.48E+06    1.14556      Lin-Lin
 7.49E+06    1.13043      Lin-Lin
 7.5E+06     1.11931      Lin-Lin
 7.515E+06   1.12864      Lin-Lin
 7.52E+06    1.13102      Lin-Lin
 7.525E+06   1.12919      Lin-Lin
 7.53E+06    1.12858      Lin-Lin
 7.54E+06    1.12853      Lin-Lin
 7.55E+06    1.12557      Lin-Lin
 7.56E+06    1.12281      Lin-Lin
 7.5656E+06  1.1176       Lin-Lin
 7.57E+06    1.11884      Lin-Lin
 7.57E+06    1.11884      Lin-Lin
 7.575E+06   1.11798      Lin-Lin
 7.58E+06    1.11332      Lin-Lin
 7.59E+06    1.10719      Lin-Lin
 7.6E+06     1.10619      Lin-Lin
 7.61E+06    1.11374      Lin-Lin
 7.61359E+06 1.1182       Lin-Lin
 7.62E+06    1.12615      Lin-Lin
 7.625E+06   1.13172      Lin-Lin
 7.63E+06    1.14043      Lin-Lin
 7.665E+06   1.19682      Lin-Lin
 7.67E+06    1.20483      Lin-Lin
 7.675E+06   1.21345      Lin-Lin
 7.68E+06    1.22156      Lin-Lin
 7.69E+06    1.23918      Lin-Lin
 7.715E+06   1.28265      Lin-Lin
 7.72E+06    1.29128      Lin-Lin
 7.725E+06   1.29927      Lin-Lin
 7.73E+06    1.30914      Lin-Lin
 7.75E+06    1.34472      Lin-Lin
 7.75E+06    1.34472      Lin-Lin
 7.77E+06    1.37495      Lin-Lin
 7.775E+06   1.38104      Lin-Lin
 7.78E+06    1.38677      Lin-Lin
 7.8E+06     1.41031      Lin-Lin
 7.81E+06    1.42471      Lin-Lin
 7.82E+06    1.43904      Lin-Lin
 7.825E+06   1.44788      Lin-Lin
 7.83E+06    1.45004      Lin-Lin
 7.85E+06    1.46511      Lin-Lin
 7.86E+06    1.46876      Lin-Lin
 7.865E+06   1.46441      Lin-Lin
 7.87E+06    1.46013      Lin-Lin
 7.87E+06    1.46013      Lin-Lin
 7.875E+06   1.44585      Lin-Lin
 7.88E+06    1.428        Lin-Lin
 7.89E+06    1.37928      Lin-Lin
 7.9E+06     1.32542      Lin-Lin
 7.9E+06     1.32542      Lin-Lin
 7.915E+06   1.24959      Lin-Lin
 7.92E+06    1.22354      Lin-Lin
 7.925E+06   1.19511      Lin-Lin
 7.93E+06    1.16595      Lin-Lin
 7.935E+06   1.13665      Lin-Lin
 7.95E+06    1.04686      Lin-Lin
 7.96E+06    0.993245     Lin-Lin
 7.97E+06    0.948874     Lin-Lin
 7.975E+06   0.930092     Lin-Lin
 7.98E+06    0.912608     Lin-Lin
 7.99E+06    0.884955     Lin-Lin
 7.995E+06   0.875102     Lin-Lin
 8E+06       0.865295     Lin-Lin
 8.01E+06    0.856735     Lin-Lin
 8.02E+06    0.854174     Lin-Lin
 8.025E+06   0.854892     Lin-Lin
 8.03E+06    0.858809     Lin-Lin
 8.04E+06    0.869606     Lin-Lin
